"","genes","logFC","logCPM","F","PValue","FDR"
"37079","ZNF593",1.41563038620213,3.34631751527719,44.952761667506,9.39980898976188e-07,9.00973594464018e-05
"32084","SERPINH1",1.91829874854095,7.18447288063595,44.8512032725379,9.56191384496938e-07,9.08793913513398e-05
"22709","KIAA1549",1.61709201437567,3.63751627295828,44.817940138144,9.61566873275461e-07,9.08793913513398e-05
"34231","TBC1D16",1.17415048319797,5.88133714813087,44.8170997221233,9.6170311506044e-07,9.08793913513398e-05
"31647","RUNX1",1.10956922730917,5.42919092709935,44.8060628344155,9.63494286343666e-07,9.08793913513398e-05
"450","AGRN",1.38073204087529,6.31568382097131,44.6394141537471,9.90986720103239e-07,9.29779017164012e-05
"3473","CHTF18",1.35778344502784,3.67083897674178,44.6238544293168,9.93597006726484e-07,9.29779017164012e-05
"20572","GFRA2",-2.10369943244513,1.64407617869024,44.5653277622984,1.00348277949892e-06,9.34457232933426e-05
"26942","MMP1",5.99972092170321,7.37136755690767,44.547646700152,1.00649036704551e-06,9.34457232933426e-05
"5212","ECE2",1.52527165345212,2.60024284446871,44.4970767937489,1.01514684634053e-06,9.38812561996564e-05
"10398","ENSG00000236782.1",1.40915865060464,3.41203152980552,44.4329015975714,1.02624941236754e-06,9.42950891791709e-05
"29572","PKHD1L1",-2.75477231637593,2.50000369200043,44.409792366598,1.03027978923968e-06,9.42950891791709e-05
"29695","PLIN1",-5.44972401944975,3.13299326577128,44.3844721060478,1.03471561980403e-06,9.42950891791709e-05
"20780","GNL2",0.86807935712327,4.82541976006499,44.3797041077634,1.03555324969734e-06,9.42950891791709e-05
"31668","RXRG",-2.53436845490909,-0.295810405528603,44.2854723216045,1.05226037750968e-06,9.54492890327272e-05
"14287","ENSG00000257152.1",1.60651490844401,0.234727235147254,44.2449564723284,1.05953398178818e-06,9.56029333186147e-05
"3771","COL18A1",1.4438600168369,6.59779147587442,44.2311202837906,1.06203047361333e-06,9.56029333186147e-05
"4720","DHRS11",-1.90401529482359,4.765806982997,44.1036292385102,1.08533835856231e-06,9.73310062081916e-05
"32589","SLC36A1",-1.17459508316699,5.05083360090949,44.0803710453479,1.08965031113007e-06,9.73489476075639e-05
"28345","ONECUT2",3.52278362044988,2.20969954807058,44.0006557940063,1.10457153048231e-06,9.83110187374767e-05
"3788","COL4A1",2.12928906242575,8.35975705646869,43.96008853569,1.11225044701125e-06,9.86237053670085e-05
"22962","KRT24",-5.03087380456651,0.0270213532606761,43.9133261551645,1.12117437397474e-06,9.90440421785517e-05
"2743","CCDC137",0.899822477503373,3.74538804264107,43.8390911297808,1.13550192543183e-06,9.99368330282476e-05
"2915","CCNF",1.94898407449409,4.00684726279562,43.7665283340388,1.14970001041331e-06,0.000100540678564515
"4248","CXCL12",-2.00215061275544,5.36552528727627,43.7606617281052,1.15085634175221e-06,0.000100540678564515
"387","ADRM1",1.30332726019243,5.63824316815879,43.5870074815703,1.18566562018255e-06,0.000103200858668463
"9168","ENSG00000233006.2",-1.4568496543263,2.78873766812081,43.4473505376464,1.21449389302649e-06,0.000105213938874719
"33454","SP5",2.3826241359291,1.66317362915915,43.432128881424,1.2176819113695e-06,0.000105213938874719
"23317","LIF",2.18114175126777,4.84473720520726,43.1281247478207,1.28330327390373e-06,0.000110425545428417
"20689","GLP2R",-2.67338658597299,1.27684243877163,43.1100421818496,1.28732631629327e-06,0.000110425545428417
"29244","PDK4",-2.57075047148521,5.72489929191537,43.0829478036375,1.29338010400672e-06,0.000110544310333426
"20516","GCNT2",-1.97602123984856,3.64371705034733,43.0458491794115,1.30171961521166e-06,0.000110856877302648
"24960","LYAR",1.85708479681767,3.65706319255609,43.0123398571127,1.30930272604774e-06,0.000110862771365993
"26963","MMP3",5.97671446155314,6.25635054536466,43.0041904075261,1.31115421256507e-06,0.000110862771365993
"2474","CA9",5.18125597566835,2.79211205593352,42.9339307835167,1.32723561569051e-06,0.000111200366426669
"3592","CLEC5A",5.05566593367888,2.31466707602474,42.928456809681,1.32849753547739e-06,0.000111200366426669
"3725","CNTD2",3.84576766338252,0.569100169727089,42.9214112253405,1.33012368726888e-06,0.000111200366426669
"30387","PSMA7",1.21681883256371,6.25812373366544,42.9049361019764,1.33393470180249e-06,0.000111200366426669
"27267","MTHFD1L",1.72374553684974,3.7868419037563,42.7657917169279,1.36660087627876e-06,0.000113523774547016
"28804","OSR1",-2.99290503462691,1.61515386542747,42.69959819439,1.38244629961773e-06,0.00011443851798409
"19714","FAP",4.0658939259899,3.24406714024688,42.6714796252138,1.38923790217846e-06,0.000114600025554269
"30300","PRR7",2.12310519149699,1.99728047333268,42.580315016533,1.41150886021913e-06,0.000116032889811416
"31218","RNASEH2A",1.38928859165616,3.3929973348626,42.4434645455197,1.44567531881817e-06,0.000118430322397994
"8995","ENSG00000232445.1",3.23645877680763,0.453540869613249,42.396087152895,1.45771313261854e-06,0.000119004684188772
"33305","SNORD86",1.81202060426104,1.7301073098505,42.3456262764826,1.47065480913904e-06,0.00011964863438614
"31588","RRP9",1.21934651527298,3.40668699113796,42.2592347933637,1.49310361346103e-06,0.000121059000166746
"34128","TACSTD2",4.8569264271627,4.24873973919579,42.2066605902271,1.50694784168619e-06,0.000121764471508261
"21932","IER5L",1.75876338846159,4.08391954995934,42.1860313080812,1.51241830762528e-06,0.000121790828003498
"35105","TOMM34",1.83008668634764,4.60233689166586,42.057809807146,1.54690976106144e-06,0.000123425692597708
"30551","PTRH1",1.37617641577909,2.26854674826187,42.0536842023697,1.54803370385216e-06,0.000123425692597708
"29942","PPARGC1B",-1.34540439396329,5.386761172677,42.0524859010388,1.54836032530176e-06,0.000123425692597708
"1552","BCL2",-1.62584595051029,5.03264164336032,41.9548117858885,1.57523797276631e-06,0.000125146842299471
"21580","HM13",1.23401966864153,5.43311471088927,41.9109779997545,1.58746515619642e-06,0.000125679319663347
"85","ABCG2",-2.97185900921095,3.47806604253481,41.8928312143484,1.59255737693787e-06,0.000125679319663347
"14371","ENSG00000257453.1",2.34660741840937,3.70203425232163,41.7981658702967,1.61941233665958e-06,0.00012689155420823
"29328","PFDN2",1.26009985529544,3.08582182866313,41.7935050349319,1.62074723984175e-06,0.00012689155420823
"29741","PMEPA1",1.54634333932683,5.71316948912206,41.7773910221068,1.6253716910372e-06,0.00012689155420823
"21404","HES6",2.11244081265905,5.01322933913349,41.763204470278,1.6294549125287e-06,0.00012689155420823
"2801","CCDC34",1.04600985279235,2.77566063882368,41.7374501008918,1.63689625691036e-06,0.00012689155420823
"32395","SLC17A4",-2.33282409861757,4.09563052071219,41.7264816259755,1.64007668797121e-06,0.00012689155420823
"25017","MAD2L2",1.49503977424016,2.98454650092386,41.7012880519248,1.64740740551991e-06,0.000127043551549459
"36268","WDR34",1.15634113239846,4.99310624086818,41.6341568536484,1.66711610337248e-06,0.00012734263655011
"22669","KIAA0895",1.70131906395412,2.81312405445149,41.6326877654641,1.66755027203336e-06,0.00012734263655011
"8087","ENSG00000229686.1",1.52620618275108,1.31715575192762,41.6049654986053,1.67576637880996e-06,0.00012734263655011
"33266","SNORD56",1.52620618275108,1.31715575192762,41.6049654986053,1.67576637880996e-06,0.00012734263655011
"36358","WISP2",-3.66668339124915,1.43874706027195,41.5810290167598,1.68289602728188e-06,0.00012734263655011
"29943","PPAT",1.39259699839584,3.80043917474239,41.5788108251167,1.68355840507643e-06,0.00012734263655011
"2351","C6orf223",3.56847273404613,2.94717090018491,41.5273345391775,1.69901000436488e-06,0.00012810210781318
"2690","CBX3",1.22317232422894,6.22700182290731,41.3785253589239,1.74455493474832e-06,0.00013111853358783
"19964","FKBP10",2.16230958967167,5.07879871256081,41.3270389015955,1.76062186098629e-06,0.00013190734986978
"5005","DPF3",-1.60294837008328,1.55909837032166,41.2824744846515,1.77465909767987e-06,0.000132461194191568
"28154","NTMT1",1.25034000352715,3.69234734501661,41.2681273630657,1.77920421342845e-06,0.000132461194191568
"28071","NR3C2",-1.63260489933225,6.46704890048464,41.1549973310831,1.81549158065617e-06,0.000134739069504811
"28304","ODF2",0.869186206812723,4.5575076320378,41.1339791994159,1.82232186048608e-06,0.0001348233438969
"25015","MAD2L1",1.86330309078909,3.91446652443673,41.0938949875593,1.83542592457171e-06,0.000135087529141121
"22923","KPNA2",1.68308936141515,5.35752186308724,41.0881741442739,1.83730451461208e-06,0.000135087529141121
"28314","OGFOD1",0.743802889402312,4.09070776308181,41.066150246901,1.84455625428291e-06,0.000135200833808507
"32609","SLC39A10",1.61065459691958,5.08526549679639,40.9665092666073,1.87775731713939e-06,0.00013706642850854
"33966","SULF1",2.85158703922081,7.35894869808985,40.9551375490329,1.8815877197582e-06,0.00013706642850854
"21034","GRHL1",2.61013501442262,2.14094687805482,40.9013631582548,1.89981672282433e-06,0.000137969818751123
"18459","ENSG00000270190.1",1.95706470098515,-0.473364092508537,40.6486177486704,1.98811567693209e-06,0.000143550522601331
"28934","PALD1",1.55765152720756,4.09057588142582,40.6467387749777,1.98878865525814e-06,0.000143550522601331
"5072","DSCC1",2.12179325764634,2.8789296536982,40.5019435198526,2.04140426914054e-06,0.000146388058670002
"5375","EIF4E3",-1.14687978998535,4.63388303253361,40.4757164551692,2.0510961489164e-06,0.000146388058670002
"5031","DPY19L1",1.02417115692812,4.8679549331595,40.4741422417841,2.05167947480354e-06,0.000146388058670002
"32692","SLC6A6",1.73885460284759,5.55674835531105,40.4685166922749,2.05376550602023e-06,0.000146388058670002
"4556","DDX21",1.53996489686093,6.95209487911003,40.4488699089969,2.06106897997406e-06,0.000146388058670002
"32217","SH3PXD2B",1.1144211226117,5.47225775232926,40.4274970021216,2.06904632197078e-06,0.000146388058670002
"27982","NOTUM",5.42900412356472,1.53496931952291,40.4159838088796,2.07335752855069e-06,0.000146388058670002
"27465","MYZAP",-1.21063283723921,3.56064275351157,40.396661440686,2.08061499036372e-06,0.000146388058670002
"36433","XKR4",-3.14334695460775,1.42171478840444,40.3882781996105,2.08377234593525e-06,0.000146388058670002
"19254","EXO1",2.00975839638734,3.03032725171412,40.3598693347506,2.09451083506472e-06,0.000146388058670002
"10419","ENSG00000236841.2",3.83236592312276,1.59089912617814,40.355635878013,2.09611623607732e-06,0.000146388058670002
"20792","GNRH1",-1.09104013028424,1.41340243197355,40.3157418770998,2.11131086153971e-06,0.000147015543079272
"21369","HECW2",1.75154892575877,2.79228982734837,40.2494611372105,2.13682194945019e-06,0.000148355600156109
"27966","NOP2",1.39052265879156,4.42293593318325,40.1883755261494,2.16063154263518e-06,0.000149570034420725
"29183","PDCD2L",1.70445014966652,2.43291655438376,40.1505730826292,2.17551087970267e-06,0.000149920496749098
"32400","SLC17A9",1.7730516012386,4.16069434129641,40.1426892378218,2.17862809302008e-06,0.000149920496749098
"5805","ENSG00000203499.6",2.39812273497949,3.96148940652843,40.1273892657658,2.1846915048971e-06,0.000149920496749098
"12198","ENSG00000249835.2",1.9294862795593,3.16148816909404,40.0346519988968,2.22183986951766e-06,0.000151906780076193
"34409","TENM1",-2.22185008053608,2.0017926748165,40.0216780442719,2.22709166333747e-06,0.000151906780076193
"1815","BYSL",1.4080692392469,3.18678672176687,39.9887738899615,2.24047195046549e-06,0.000151906780076193
"27067","MRGBP",1.55970078540177,4.41337858226862,39.9801142658987,2.24400790144297e-06,0.000151906780076193
"1403","AURKA",2.05019694308026,4.38912163859517,39.9648721477848,2.25024645873258e-06,0.000151906780076193
"5354","EIF3B",1.20407608593414,6.84138609335633,39.9602688121687,2.25213431073891e-06,0.000151906780076193
"31302","RNF24",1.33532472383127,3.36364132459794,39.8739208907935,2.28786823169253e-06,0.000153878637458297
"31998","SEMA6A",-1.39716078403033,5.29657439900092,39.8390428332784,2.30247708000919e-06,0.000154250050953918
"33455","SP6",2.06167805342939,2.60430597717683,39.8139021308488,2.31307051475675e-06,0.000154250050953918
"22765","KIF2C",1.89290633916646,4.12852536118449,39.8063078790451,2.31628092442742e-06,0.000154250050953918
"5186","E2F1",1.59141160612133,3.3381003746214,39.7988187337876,2.31945166376324e-06,0.000154250050953918
"4533","DDN",3.22257554712123,0.750881648846923,39.6684197185416,2.37542582567501e-06,0.000157498388428698
"12867","ENSG00000253151.1",-3.60299682780761,-1.17275744191582,39.6411416604385,2.38732046521494e-06,0.000157498388428698
"20580","GGCT",1.42443945862328,4.8938459669572,39.6390062866574,2.38825433773611e-06,0.000157498388428698
"3518","CKS1B",1.61221539778268,4.50269629140048,39.5679070927596,2.41957722639034e-06,0.00015912080787442
"22983","KRT6B",6.48776233206507,2.57766470155165,39.5355500127334,2.43398039983078e-06,0.000159399216446377
"21655","HOMER1",1.60813355845349,2.61344232861253,39.5281750741353,2.43727629793404e-06,0.000159399216446377
"25201","8-Mar",-0.874175956618138,4.34493687606519,39.5117274872335,2.44464436629239e-06,0.000159440648407637
"32648","SLC4A11",3.08437465816789,1.17493205579494,39.4285211920037,2.4822929433902e-06,0.000161268696862747
"3796","COL5A1",1.61637592219908,6.87908054123991,39.4197536907509,2.4862966992567e-06,0.000161268696862747
"27667","NDUFA4L2",2.00500082979889,2.44540251591762,39.3804742832506,2.5043206980584e-06,0.000161993968651729
"20448","GARS",1.17871608295758,5.30849365137279,39.3185709766228,2.5330161447697e-06,0.000163403698167364
"18505","ENSG00000270589.1",-1.55806817164414,1.23994841326202,39.2595229641863,2.56072266735247e-06,0.000164742144428179
"33576","SPIB",-3.02031596017122,4.42276806127671,39.2388819401021,2.57048572436038e-06,0.000164882630269814
"31747","SAPCD2",2.09145526174249,5.33006981339806,39.2255037743833,2.57683519323468e-06,0.000164882630269814
"5870","ENSG00000204706.9",-2.2601763342556,1.87035161855723,39.1384203413474,2.61858690966988e-06,0.000167102547402788
"21368","HECW1",1.98926119451106,1.05449679779138,39.0083527861791,2.6823283103065e-06,0.000167934684870134
"350","ADHFE1",-1.91703409754914,0.908631947667711,38.9900836914527,2.69141614217975e-06,0.000167934684870134
"33909","STRA6",2.73541850972168,0.752633016221807,38.979229088628,2.69683159678299e-06,0.000167934684870134
"19164","EREG",4.64498899259399,5.66437494713354,38.9759184027712,2.69848569210597e-06,0.000167934684870134
"4027","CRYBA2",-2.8036207589207,-0.653652573817177,38.9740565173803,2.69941641955528e-06,0.000167934684870134
"31017","RERGL",-4.657817502321,0.714411582064832,38.9671779400038,2.70285795210613e-06,0.000167934684870134
"29927","PPA1",1.41434983460947,6.30166911139356,38.9583533788188,2.70728012501955e-06,0.000167934684870134
"18223","ENSG00000269751.1",1.57431551075712,2.99884416122457,38.9352110214657,2.71891479591332e-06,0.000167934684870134
"3289","CEP55",2.05376090938122,3.89647440030281,38.9140703283035,2.72959084542549e-06,0.000167934684870134
"7405","ENSG00000227502.2",-1.59586873068451,1.69784194395709,38.9123957290378,2.73043847135444e-06,0.000167934684870134
"18539","ENSG00000270907.1",-3.12452570759286,0.852791505439874,38.8776796359176,2.74807545410225e-06,0.000167934684870134
"36080","VCAN",1.89081589921722,7.73193518329124,38.870823623921,2.7515732262997e-06,0.000167934684870134
"29166","PCSK5",-1.79034201949935,5.71947010963827,38.8624086471108,2.75587298756872e-06,0.000167934684870134
"32871","SMPDL3A",-1.31103197947223,4.58246691252092,38.8563756263803,2.75896016472663e-06,0.000167934684870134
"13324","ENSG00000254166.1",3.80004364844662,-0.337597458650228,38.8439019818131,2.76535507019796e-06,0.000167934684870134
"27745","NELFCD",1.18814484301847,5.23601648108397,38.8429272708589,2.76585545951998e-06,0.000167934684870134
"21168","GTPBP4",1.24502095604573,4.87248718379872,38.8419670546161,2.76634850428404e-06,0.000167934684870134
"30357","PSAT1",2.57325911306199,3.33339203971442,38.8111227769858,2.78223733485259e-06,0.000167934684870134
"35830","UG0898H09",-2.60227040313477,0.397520239382864,38.7923773194327,2.79194233137921e-06,0.000167934684870134
"17156","ENSG00000265688.1",2.3444523955476,0.675551969578814,38.7752975099182,2.80081715213486e-06,0.000167934684870134
"25028","MAFG-AS1",2.3444523955476,0.675551969578814,38.7752975099182,2.80081715213486e-06,0.000167934684870134
"33864","STIM1",-0.697973705494467,5.13848439460422,38.7750525844623,2.8009446412729e-06,0.000167934684870134
"3295","CEP72",1.77021397773685,2.48687088702971,38.7723024032499,2.80237660653707e-06,0.000167934684870134
"19274","EXOSC5",1.32911421995142,3.15316491538939,38.7640609076307,2.80667257775487e-06,0.000167934684870134
"24326","LOC285758",-1.59439441742764,1.69353211361173,38.7596776927264,2.80896030448038e-06,0.000167934684870134
"2967","CD160",-1.86199772899331,1.1421323384166,38.7332367474554,2.82280383598355e-06,0.000168170248971032
"25936","MIR3189",3.02136085800364,0.384767393136262,38.7250465183317,2.82710703655631e-06,0.000168170248971032
"18426","ENSG00000270132.1",2.37163902953269,0.612181062094556,38.5611849768512,2.91472294333457e-06,0.000172947533041218
"2951","CCT3",1.23235633591847,6.9892708096058,38.5065447606365,2.9445941325738e-06,0.000174283165221712
"25292","MCM2",1.35894487175863,5.33266821103617,38.4852949188936,2.9563012727532e-06,0.000174539732250454
"27861","NKD2",2.85773588255788,2.56478449846856,38.4351384754096,2.98413582607707e-06,0.000175744815130285
"2692","CBX4",1.325298681067,4.35727503157487,38.4173081469172,2.99409965423888e-06,0.000175894067776937
"31777","SBNO2",1.134170427129,5.56677065824286,38.3987262897534,3.00452209538739e-06,0.000176069456951229
"32605","SLC38A7",0.807207828291228,2.80308855344193,38.298000800352,3.06171179145848e-06,0.000178977843611801
"8971","ENSG00000232354.2",-1.23798426979733,2.13426259462723,38.2377005639028,3.09651670055071e-06,0.000180284948520892
"27202","MSI2",0.783568087189532,4.21642291239801,38.2329070324689,3.09930196612473e-06,0.000180284948520892
"453","AGT",2.0635771077923,3.27867025300118,38.2047134025645,3.11573921371938e-06,0.000180796877168643
"14327","ENSG00000257277.1",-2.12557058857391,-0.202512036374611,38.1795969432694,3.13046258113518e-06,0.000181135035113453
